date;search_volume
06.02.13;1,962909537
07.02.13;1,57032763
08.02.13;1,57032763
09.02.13;1,57032763
10.02.13;1,57032763
11.02.13;1,57032763
12.02.13;1,962909537
13.02.13;1,962909537
14.02.13;1,962909537
15.02.13;1,962909537
16.02.13;1,962909537
17.02.13;2,355491445
18.02.13;2,355491445
19.02.13;2,355491445
20.02.13;2,355491445
21.02.13;1,962909537
22.02.13;2,355491445
23.02.13;1,962909537
24.02.13;2,355491445
25.02.13;1,962909537
26.02.13;1,962909537
27.02.13;1,962909537
28.02.13;2,748073352
01.03.13;2,748073352
02.03.13;2,355491445
03.03.13;2,355491445
04.03.13;2,355491445
05.03.13;3,14065526
06.03.13;3,925819075
07.03.13;3,925819075
08.03.13;3,533237167
09.03.13;3,533237167
10.03.13;3,533237167
11.03.13;3,533237167
12.03.13;5,103564797
13.03.13;3,533237167
14.03.13;3,14065526
15.03.13;2,748073352
16.03.13;2,748073352
17.03.13;3,14065526
18.03.13;3,533237167
19.03.13;4,318400982
20.03.13;5,103564797
21.03.13;6,673892427
22.03.13;7,459056242
23.03.13;7,459056242
24.03.13;5,888728612
25.03.13;6,673892427
26.03.13;6,673892427
27.03.13;7,85163815
28.03.13;10,20712959
29.03.13;11,38487532
30.03.13;9,814547687
31.03.13;9,42196578
01.04.13;10,5997115
02.04.13;12,17003913
03.04.13;18,05876774
04.04.13;17,66618584
05.04.13;14,52553058
06.04.13;12,17003913
07.04.13;12,95520295
08.04.13;18,05876774
09.04.13;22,76975063
10.04.13;34,15462595
11.04.13;39,25819075
12.04.13;35,33237167
13.04.13;21,59200491
14.04.13;18,45134965
15.04.13;18,05876774
16.04.13;16,09585821
17.04.13;13,34778485
18.04.13;13,34778485
19.04.13;10,5997115
20.04.13;8,636801965
21.04.13;8,636801965
22.04.13;8,244220057
23.04.13;9,814547687
24.04.13;9,029383872
25.04.13;8,244220057
26.04.13;7,85163815
27.04.13;6,673892427
28.04.13;7,85163815
29.04.13;7,066474335
30.04.13;6,673892427
01.05.13;7,85163815
02.05.13;8,636801965
03.05.13;8,636801965
04.05.13;6,673892427
05.05.13;6,673892427
06.05.13;7,066474335
07.05.13;6,673892427
08.05.13;5,888728612
09.05.13;5,888728612
10.05.13;5,496146705
11.05.13;5,496146705
12.05.13;5,103564797
13.05.13;5,888728612
14.05.13;5,888728612
15.05.13;6,28131052
16.05.13;6,28131052
17.05.13;5,888728612
18.05.13;5,496146705
19.05.13;6,28131052
20.05.13;5,888728612
21.05.13;5,103564797
22.05.13;4,71098289
23.05.13;4,71098289
24.05.13;5,103564797
25.05.13;4,318400982
26.05.13;3,925819075
27.05.13;4,318400982
28.05.13;5,496146705
29.05.13;5,888728612
30.05.13;5,103564797
31.05.13;5,103564797
01.06.13;4,318400982
02.06.13;4,71098289
03.06.13;4,71098289
04.06.13;4,318400982
05.06.13;3,925819075
06.06.13;3,925819075
07.06.13;4,318400982
08.06.13;4,318400982
09.06.13;4,71098289
10.06.13;4,318400982
11.06.13;4,71098289
12.06.13;4,318400982
13.06.13;3,533237167
14.06.13;3,533237167
15.06.13;3,533237167
16.06.13;3,14065526
17.06.13;3,533237167
18.06.13;3,925819075
19.06.13;3,14065526
20.06.13;3,533237167
21.06.13;3,533237167
22.06.13;3,14065526
23.06.13;3,533237167
24.06.13;4,318400982
25.06.13;3,925819075
26.06.13;3,533237167
27.06.13;3,925819075
28.06.13;3,533237167
29.06.13;3,533237167
30.06.13;4,71098289
